DateTime,google,Actions,
11/18/17 15:577,123, 
11/18/17 15:57,0, 
11/18/17 15:57,0, 
11/18/17 15:57,0, 
11/18/17 15:57,0, 
11/18/17 15:57,0, 
11/18/17 15:57,0, 
11/18/17 15:57,0, 
11/18/17 15:57,0, 
11/18/17 15:57,0, 
11/18/17 15:57,0, 
11/18/17 15:57,0, 
11/18/17 15:57,0, 
11/18/17 15:57,0, 
11/18/17 15:57,0, 
11/18/17 15:57,0, 
11/18/17 15:57,0, 
11/18/17 15:57,0, 
11/18/17 15:57,0, 
11/18/17 15:57,2, 
11/18/17 15:57,0, 
11/18/17 15:57,3, 
11/18/17 15:58,9, 
11/18/17 15:58,8, 
11/18/17 15:58,17, 
11/18/17 15:58,8, 
11/18/17 15:58,7, 
11/18/17 15:58,8, 
11/18/17 15:58,4, 
11/18/17 15:58,8, 
11/18/17 15:58,4, 
11/18/17 15:58,7, 
11/18/17 15:58,12, 
11/18/17 15:58,12, 
11/18/17 15:58,8, 
11/18/17 15:58,12, 
11/18/17 15:58,14, 
11/18/17 15:58,7, 
11/18/17 15:58,10, 
11/18/17 15:58,9, 
11/18/17 15:58,4, 
11/18/17 15:58,8, 
11/18/17 15:58,7, 
11/18/17 15:58,8, 
11/18/17 15:58,12, 
11/18/17 15:58,6, 
11/18/17 15:58,12, 
11/18/17 15:58,12, 
11/18/17 15:58,4, 
11/18/17 15:58,7, 
11/18/17 15:58,10, 
11/18/17 15:58,9, 
11/18/17 15:58,10, 
11/18/17 15:58,4, 
11/18/17 15:58,11, 
11/18/17 15:58,3, 
11/18/17 15:58,1, 
11/18/17 15:58,5, 
11/18/17 15:58,7, 
11/18/17 15:58,5, 
11/18/17 15:58,8, 
11/18/17 15:58,3, 